Date,Close
2012-01-02,1.1973999738693237
2012-01-03,1.1991000175476074
2012-01-04,1.198199987411499
2012-01-05,1.2066999673843384
2012-01-06,1.211300015449524
2012-01-09,1.2157000303268433
2012-01-10,1.2096999883651733
2012-01-11,1.2130000591278076
2012-01-12,1.2050000429153442
2012-01-13,1.1963000297546387
2012-01-16,1.2095999717712402
2012-01-17,1.2093000411987305
2012-01-18,1.2031999826431274
2012-01-19,1.1988999843597412
2012-01-20,1.1943999528884888
2012-01-23,1.2058000564575195
2012-01-24,1.1958999633789062
2012-01-25,1.1984000205993652
2012-01-26,1.1943000555038452
2012-01-27,1.1971999406814575
2012-01-30,1.1900999546051025
2012-01-31,1.195099949836731
2012-02-01,1.2050000429153442
2012-02-02,1.2028000354766846
2012-02-03,1.2026000022888184
2012-02-06,1.2036000490188599
2012-02-07,1.2051000595092773
2012-02-08,1.1993000507354736
2012-02-09,1.1933000087738037
2012-02-10,1.190600037574768
2012-02-13,1.1919000148773193
2012-02-14,1.195099949836731
2012-02-15,1.1948000192642212
2012-02-16,1.2010999917984009
2012-02-17,1.2036999464035034
2012-02-20,1.1994999647140503
2012-02-21,1.198199987411499
2012-02-22,1.1917999982833862
2012-02-23,1.1821000576019287
2012-02-24,1.176900029182434
2012-02-27,1.1791000366210938
2012-02-28,1.1805000305175781
2012-02-29,1.180999994277954
2012-03-01,1.194700002670288
2012-03-02,1.197700023651123
2012-03-05,1.200600028038025
2012-03-06,1.2001999616622925
2012-03-07,1.1979999542236328
2012-03-08,1.1969000101089478
2012-03-09,1.1920000314712524
2012-03-12,1.1937999725341797
2012-03-13,1.1884000301361084
2012-03-14,1.2003999948501587
2012-03-15,1.201799988746643
2012-03-16,1.2005000114440918
2012-03-19,1.2015000581741333
2012-03-20,1.200700044631958
2012-03-21,1.1979999542236328
2012-03-22,1.2007999420166016
2012-03-23,1.198099970817566
2012-03-26,1.1950000524520874
2012-03-27,1.1944999694824219
2012-03-28,1.1966999769210815
2012-03-29,1.1923999786376953
2012-03-30,1.198199987411499
2012-04-02,1.1986000537872314
2012-04-03,1.2026000022888184
2012-04-04,1.2027000188827515
2012-04-05,1.2094999551773071
2012-04-06,1.2115999460220337
2012-04-09,1.2131999731063843
2012-04-10,1.2130000591278076
2012-04-11,1.212499976158142
2012-04-12,1.2135000228881836
2012-04-13,1.2096999883651733
2012-04-16,1.2137000560760498
2012-04-17,1.2105000019073486
2012-04-18,1.2135000228881836
2012-04-19,1.2209999561309814
2012-04-20,1.221500039100647
2012-04-23,1.2211999893188477
2012-04-24,1.2252999544143677
2012-04-25,1.223099946975708
2012-04-26,1.2223999500274658
2012-04-27,1.226199984550476
2012-04-30,1.2295000553131104
2012-05-01,1.2258000373840332
2012-05-02,1.225100040435791
2012-05-03,1.2314000129699707
2012-05-04,1.2304999828338623
2012-05-07,1.2431000471115112
2012-05-08,1.2395000457763672
2012-05-09,1.242400050163269
2012-05-10,1.2470999956130981
2012-05-11,1.2470999956130981
2012-05-14,1.246000051498413
2012-05-15,1.2545000314712524
2012-05-16,1.2549999952316284
2012-05-17,1.2503999471664429
2012-05-18,1.242799997329712
2012-05-21,1.2378000020980835
2012-05-22,1.2351000308990479
2012-05-23,1.2443000078201294
2012-05-24,1.2482000589370728
2012-05-25,1.248900055885315
2012-05-28,1.2472000122070312
2012-05-29,1.2508000135421753
2012-05-30,1.2525999546051025
2012-05-31,1.2509000301361084
2012-06-01,1.2453999519348145
2012-06-04,1.2375999689102173
2012-06-05,1.2293000221252441
2012-06-06,1.2342000007629395
2012-06-07,1.2309999465942383
2012-06-08,1.2350000143051147
2012-06-11,1.2282999753952026
2012-06-12,1.2408000230789185
2012-06-13,1.2447999715805054
2012-06-14,1.2339999675750732
2012-06-15,1.2312999963760376
2012-06-18,1.2366000413894653
2012-06-19,1.2447999715805054
2012-06-20,1.2395999431610107
